Agr,0
Min,1
Food,1
Text,1
Wood,1
Pulp,1
Coke,1
Chem,1
Rubb,1
OMetal,1
BMetal,1
MetalP,1
Mach,1
CompE,1
Emach,1
Motor,1
TrsE,2
Recy,2
EGWS,2
ConS,4
WhoS,2
Hotel,2
Trans,2
Post ,2
Fin,2
Real ,4
Rent,2
CompS,2
R&D,2
Public,3
Edu,3
Heal,3
ComS,3
